dataset,model,family,window_type,n_folds_scored,n_folds_failed,n_points,mae,rmse,wape,mase,mase_undefined_reason,mape,smape,coverage,coverage_error,calibrated,interval_width,width_pct_of_mean,pinball_lower,pinball_upper,pinball_mean,fit_seconds_total,fit_seconds_per_fold,series
workforce,lgbm_quantile,ml,rolling,20,0,280,6.00391891353116,8.356288609530413,6.968567798825753,1.470179870755236,,7.018966633831396,7.071806327189843,0.5178571428571429,-0.3821428571428571,False,9.980749594815086,11.584355357934935,1.5319722009549468,1.4902924917149611,1.511132346334954,58.11214769992512,2.905607384996256,workforce
workforce,lgbm_conformal,ml,rolling,20,0,280,6.354346681798402,8.932633538517418,7.375298751880088,1.5559891327522763,,7.477666772349945,7.556973772783464,0.9285714285714286,0.02857142857142858,True,32.811630484825116,38.08347096564016,0.8426251653834443,1.2870474062806583,1.0648362858320513,34.6626312994631,1.7331315649731551,workforce
economic,seasonal_naive,baseline,expanding,6,0,36,9.654722222222222,11.16674390520551,6.472535903700613,1.0728793678231883,,6.422760064055963,6.704980334925483,1.0,0.09999999999999998,False,39.307666666666655,26.35190095941838,1.4417333333333333,0.5236500000000004,0.9826916666666669,0.0011201000306755304,0.00018668333844592175,economic
economic,sarima,classical,expanding,6,0,36,3.4121924846367953,4.326745527562096,2.2875374204257164,0.3791793105535395,,2.316850626573985,2.3423243920591625,1.0,0.09999999999999998,False,19.198605660342725,12.87076537029114,0.5608571172955418,0.39907316572159474,0.4799651415085683,6.26492469990626,1.0441541166510433,economic
economic,ets,classical,expanding,6,0,36,3.5118735993333416,4.611866584211324,2.354363744264352,0.3902563575009271,,2.3839075219466173,2.3989050713478473,1.0,0.09999999999999998,False,17.78426103243,11.922587248366455,0.4777928798602599,0.41142017176124046,0.4446065258107502,3.554835999966599,0.5924726666610999,economic
economic,prophet,gam,expanding,6,0,36,5.632196611503162,6.892820895109678,3.775830515428793,0.6258768922524814,,3.769533341221667,3.8153215409445917,0.4722222222222222,-0.4277777777777778,False,12.295511250223857,8.242923637746165,0.8445566284741794,1.3013633270856988,1.0729599777799392,10.382550000213087,1.7304250000355144,economic
economic,sktime_theta,gam,expanding,6,0,36,4.573228706109608,6.0199538393978544,3.0658973210019127,0.5081992635508888,,3.021688330387454,3.0560285962960294,0.8888888888888888,-0.011111111111111183,True,19.727731498079113,13.225491886859544,0.5970675266360828,0.5492500562114553,0.573158791423769,0.3818741000723094,0.0636456833453849,economic
economic,lgbm_quantile,ml,expanding,6,0,36,4.317666067773432,5.4270809338655965,2.894567860225917,0.4797999087536844,,2.9174812400745727,2.941747442930685,0.3611111111111111,-0.538888888888889,False,5.225144140063416,3.5029421116568398,1.1082771474453157,1.9068971332825637,1.5075871403639396,3.64602460002061,0.6076707666701017,economic
economic,lgbm_conformal,ml,expanding,6,0,36,4.8900018429042085,6.229195422139534,3.2782623641423245,0.5434006245973316,,3.2995225872829685,3.341903898229573,0.8055555555555556,-0.09444444444444444,False,19.995447957742513,13.404969282200302,0.5935794918580458,0.8867555490892488,0.7401675204736473,2.5930977996904403,0.4321829666150734,economic
economic,seasonal_naive,baseline,rolling,6,0,36,9.654722222222222,11.16674390520551,6.472535903700613,1.1268459530872603,,6.422760064055963,6.704980334925483,1.0,0.09999999999999998,False,42.45666666666667,28.46299386210595,1.520458333333333,0.6023750000000007,1.061416666666667,0.0018788998713716865,0.00031314997856194776,economic
economic,sarima,classical,rolling,6,0,36,2.9260613074836552,3.8217954479334417,1.9616345694053468,0.3415137449769378,,1.9886573315414782,2.0010490509362113,0.9166666666666666,0.016666666666666607,True,13.875904978279696,9.302421250559952,0.37701332033081775,0.5086916456588463,0.44285248299483204,7.083199999993667,1.1805333333322778,economic
economic,ets,classical,rolling,6,0,36,3.5031344026923086,4.425936356368928,2.3485049776704887,0.4088665353528931,,2.3762819844194523,2.3988313057605373,1.0,0.09999999999999998,False,17.46868838811562,11.711027016643866,0.5064361740799551,0.36699824532582653,0.43671720970289085,3.4739484001183882,0.5789914000197314,economic
economic,prophet,gam,rolling,6,0,36,5.638979761049208,6.621392287636455,3.780377945998664,0.658150631061523,,3.7746854999033306,3.810579017348038,0.3888888888888889,-0.5111111111111111,False,7.5719814223760675,5.076264287094378,1.2203010625230595,1.6809216893532226,1.450611375938141,9.84089520003181,1.6401492000053015,economic
economic,sktime_theta,gam,rolling,6,0,36,4.79547466985255,6.4806074153830036,3.2148912481879024,0.5597013669039596,,3.2118350004794127,3.271382679305352,0.8055555555555556,-0.09444444444444444,False,18.66065217360631,12.510120788574635,0.5680375032555018,0.8376474988738802,0.702842501064691,0.44055000005755574,0.07342500000959262,economic
economic,lgbm_quantile,ml,rolling,6,0,36,4.582863557741506,5.717447091394007,3.072356535641019,0.534886569983933,,3.081844780728458,3.110096052995258,0.4166666666666667,-0.48333333333333334,False,5.621841234487735,3.768888259816877,0.8395608261432791,2.2926502831901505,1.5661055546667149,3.1481863000662997,0.5246977166777166,economic
economic,lgbm_conformal,ml,rolling,6,0,36,4.861053054473433,6.075758195572049,3.258855066016692,0.567355314435454,,3.271653077151939,3.3134912358433413,0.75,-0.15000000000000002,False,18.71288006498856,12.545134421734181,0.849493304288775,0.5410647329626316,0.6952790186257033,2.1537748998962343,0.358962483316039,economic
intermittent,seasonal_naive,baseline,expanding,8,0,112,0.7232142857142857,1.863656160807107,158.8235294117647,1.0653156490812092,,3303571439.285714,37.499999853358844,0.8928571428571429,-0.0071428571428571175,True,3.232142857142857,709.8039215686275,0.13973214285714283,0.26294642857142875,0.20133928571428578,0.0015447997720912099,0.00019309997151140124,SKU-C3087
intermittent,sarima,classical,expanding,8,0,112,0.720916076990208,1.4465413712775455,158.31882475079078,1.0619303208776922,,3050925593.698312,194.88829608960103,0.9107142857142857,0.010714285714285676,True,2.6803520850506044,588.6263402464073,0.022767857142857145,0.29264000827155984,0.1577039327072085,43.828260399983265,5.478532549997908,SKU-C3087
intermittent,ets,classical,expanding,8,0,112,0.7424651603338727,1.4417811602855868,163.05117246547792,1.0936727465498954,,3304103823.336844,194.5487924776596,0.9107142857142857,0.010714285714285676,True,2.7191956687492365,597.1566958821852,0.022767857142857145,0.29044282980321995,0.15660534347303856,6.375994399888441,0.7969992999860551,SKU-C3087
intermittent,prophet,gam,expanding,8,0,112,0.9143150715926358,1.4983092922092487,200.79076082034356,1.346812657325252,,5397022138.654794,180.46388648318242,0.9375,0.03749999999999998,True,2.8970531346376704,636.2155903518021,0.022767857142857145,0.29009266650890153,0.15643026182587932,3.302082399954088,0.412760299994261,SKU-C3087
intermittent,sktime_theta,gam,expanding,8,0,112,0.7238213281897419,1.4404996947053545,158.9568407004923,1.0662098402794953,,3119705055.3997254,194.80864620341634,0.9107142857142857,0.010714285714285676,True,2.687190033481935,590.1280073528956,0.022767857142857145,0.29032685440406486,0.15654735577346102,0.5498955000657588,0.06873693750821985,SKU-C3087
intermittent,lgbm_quantile,ml,expanding,8,0,112,0.603410527305143,1.5407233875723254,132.5136844277961,0.8888412331673269,,1608070946.0979168,119.11594744847949,0.8125,-0.08750000000000002,False,1.1655474333598508,255.96335791432017,0.023013795436169354,0.35876186154175677,0.19088782848896307,20.866370999836363,2.6082963749795454,SKU-C3087
intermittent,lgbm_conformal,ml,expanding,8,0,112,0.8969951135510464,1.7041636730480856,196.98716219160235,1.3212998560606701,,5127815318.65993,145.2780532346453,0.7946428571428571,-0.10535714285714293,False,2.352225838317987,516.5672429247343,0.10512731152167444,0.3364709052096287,0.22079910836565156,12.952098099980503,1.619012262497563,SKU-C3087
intermittent,seasonal_naive,baseline,rolling,8,0,112,0.7232142857142857,1.863656160807107,158.8235294117647,0.9660847547974414,,3303571439.285714,37.499999853358844,0.9196428571428571,0.019642857142857073,True,3.805357142857144,835.6862745098042,0.10580357142857143,0.26303571428571454,0.184419642857143,0.0027777000796049833,0.0003472125099506229,SKU-C3087
intermittent,sarima,classical,rolling,8,0,112,0.5739675532736399,1.4682938074483034,126.04777640519151,0.7667178510147876,,1440279773.291157,157.01399680875087,0.9107142857142857,0.010714285714285676,True,2.4446169231887396,536.8570497983114,0.022767857142857145,0.2967963374632378,0.1597820973030475,37.99270719999913,4.749088399999891,SKU-C3087
intermittent,ets,classical,rolling,8,0,112,0.6954791799196495,1.457831792290188,152.73268264902106,0.9290356209374422,,2741722293.8992033,195.4298472590217,0.9107142857142857,0.010714285714285676,True,2.696978260644868,592.2775788082847,0.022767857142857145,0.29204924285357875,0.15740854999821796,4.537893600179814,0.5672367000224767,SKU-C3087
intermittent,prophet,gam,rolling,8,0,112,0.8978247195577358,1.519546375157185,197.1693501773851,1.1993330209017516,,5150665929.808599,162.3504357852325,0.9285714285714286,0.02857142857142858,True,2.633427696361733,578.3213764559099,0.022767857142857145,0.33038060050298207,0.17657422882291962,2.8715427999850363,0.35894284999812953,SKU-C3087
intermittent,sktime_theta,gam,rolling,8,0,112,0.6390456796401861,1.4661745407851077,140.33944337196243,0.8536505720566665,,2121113959.6048098,169.64485510828365,0.9196428571428571,0.019642857142857073,True,2.60979145530228,573.1306725369712,0.022767857142857145,0.2977119292632063,0.16023989320303172,0.5320056997006759,0.06650071246258449,SKU-C3087
intermittent,lgbm_quantile,ml,rolling,8,0,112,0.5888092949134217,1.5529460710381422,129.30713927510436,0.7865437596231529,,1503338777.895352,111.19793677948091,0.6785714285714286,-0.22142857142857142,False,1.0546419494851151,231.60764380849588,0.025912026467705875,0.3639896476325203,0.19495083705011307,17.867949000326917,2.2334936250408646,SKU-C3087
intermittent,lgbm_conformal,ml,rolling,8,0,112,0.7570602356938897,1.509742245315983,166.25636548571697,1.011296882009002,,3556416457.3371572,146.07293561461165,0.9107142857142857,0.010714285714285676,True,2.4911104087438503,547.0673838810023,0.02679744915715513,0.3115365468533411,0.16916699800524812,13.092741299886256,1.636592662485782,SKU-C3087
intermittent,lgbm_global,ml,expanding,8,0,112,0.6278097542939268,1.3655873969525198,213.07482569975699,1.2663208112178637,,3446956939.009688,157.70975676608586,0.6607142857142857,-0.23928571428571432,False,0.4788629356099448,162.5231781464055,0.20282094378149113,0.27834831780870467,0.2405846307950979,0.0,,SKU-A1102
intermittent,lgbm_global,ml,expanding,8,0,112,0.41699136505102924,1.1576048224283393,194.59597035714697,1.5182762522370807,,2114915437.5857122,149.28453801695662,0.7410714285714286,-0.15892857142857142,False,0.46635303724823834,217.63141738251127,0.0894563807762446,0.20773144714118683,0.1485939139587157,0.0,,SKU-B2044
intermittent,lgbm_global,ml,expanding,8,0,112,0.7935016889259418,1.612329457348797,174.25919443079505,1.1688510355548105,,4080841921.60695,152.7189285929457,0.5714285714285714,-0.3285714285714286,False,0.5095905712476235,111.91008623477224,0.25563408167263074,0.36925864333429637,0.3124463625034636,0.0,,SKU-C3087
intermittent,lgbm_global,ml,expanding,8,0,112,0.15010992216546298,0.6186438751745368,186.8034586947984,0.9868337475692475,,703593510.4918743,124.94531538532729,0.9464285714285714,0.046428571428571375,True,0.38984828234269553,485.1445291375766,0.01368559838179123,0.08960860529283114,0.051647101837311186,0.0,,SKU-D4021
intermittent,lgbm_global,ml,rolling,8,0,112,0.5655738450802642,1.2202217808545066,191.95233529996844,1.1186488206559921,,3015553086.4492526,129.87094859682588,0.6517857142857143,-0.24821428571428572,False,0.4399804880001664,149.32671107884437,0.16903287011343582,0.25713742935916023,0.21308514973629802,0.0,,SKU-A1102
intermittent,lgbm_global,ml,rolling,8,0,112,0.4043131739965033,1.0984094011681553,188.67948119836822,1.3785153932452208,,2090494835.4849756,118.16093287672598,0.7321428571428571,-0.16785714285714293,False,0.4119893191290288,192.26168226021346,0.08724665668770659,0.19608328916046625,0.14166497292408642,0.0,,SKU-B2044
intermittent,lgbm_global,ml,rolling,8,0,112,0.6841517310030364,1.5048598972463862,150.2450860241962,0.913904177981668,,2674669419.6389737,152.84862850385161,0.6071428571428571,-0.2928571428571429,False,0.46837706462842654,102.85927693800741,0.14560771519890844,0.38788157639977777,0.2667446457993431,0.0,,SKU-C3087
intermittent,lgbm_global,ml,rolling,8,0,112,0.20899859223015627,0.6905923250564302,260.0871369975278,1.8705374004598987,,1303974607.6095493,92.72034815473965,0.8571428571428571,-0.04285714285714293,True,0.3436405727162399,427.6416016024318,0.06396165046439453,0.08911684626234803,0.07653924836337128,0.0,,SKU-D4021
