dataset,window_type,model,family,mae_mean,mae_std,mae_min,mae_max,rmse_mean,rmse_std,rmse_min,rmse_max,wape_mean,wape_std,wape_min,wape_max,mase_mean,mase_std,mase_min,mase_max,coverage_mean,coverage_std,coverage_min,coverage_max,interval_width_mean,interval_width_std,interval_width_min,interval_width_max,pinball_mean_mean,pinball_mean_std,pinball_mean_min,pinball_mean_max,fit_seconds_mean,fit_seconds_std,fit_seconds_min,fit_seconds_max,n_folds,n_failed
retail,expanding,ets,classical,37.222438998038804,10.809254953506874,21.315678874250402,49.91871396336236,44.770613479281934,13.558564157030975,23.545320022494955,59.57498747235573,6.544911497702195,1.875225948464595,3.310989728608739,8.655709629515396,0.4127974790297247,0.12168050436046307,0.24043939046210136,0.5560982446096758,1.0,0.0,1.0,1.0,309.56394777333475,50.02558317010135,271.99871183767743,397.8333453222304,7.739098694333372,1.2506395792525347,6.7999677959419405,9.945833633055766,0.5601996833768984,0.019766300497971633,0.5215864999918267,0.5764851000858471,6,0
retail,expanding,lgbm_conformal,ml,32.006057330911666,5.304469220500225,22.96444412604281,39.02823994556006,40.551693610960605,8.081452916241014,25.669114348269403,47.59055429743446,5.644871398701036,1.1064153813929283,3.5670943943703466,6.482406777784091,0.35461500382561767,0.05834673839874772,0.2590373490115215,0.43848240183656007,0.9761904761904763,0.036885555678165864,0.9285714285714286,1.0,228.10780316158102,27.33514575167468,197.23902324907095,261.3227512063692,5.729543448485803,0.6496653106699314,5.083178996439109,6.533068780159237,2.2177437333351313,0.04317439458009724,2.1571690000128,2.2845705000218004,6,0
retail,expanding,lgbm_global,ml,34.79088068226791,36.19803928035353,11.130559696044136,205.7359408575835,47.2478628679143,56.033447711563106,15.208071875174811,308.77214117724463,11.46297084144144,6.170485770526212,2.8117218415725436,36.7151455959996,0.6623414591631872,0.4397178392646581,0.2041832627553187,2.6107697333573623,0.7876984126984127,0.24654233464644307,0.2857142857142857,1.0,3957.014699482491,5906.745590831145,23.574152795626592,16043.656596981362,100.41222732700884,146.66369328000096,2.2966705547138218,401.0914149245344,,,,,36,0
retail,expanding,lgbm_quantile,ml,32.921525995714354,6.382363977390314,25.924837379507796,42.790110523160436,40.23582734463813,7.692955112450115,31.052684709848016,50.31502056564679,5.8064655023394165,1.3386735064957889,4.026935796217787,8.000287758069527,0.3647289838371006,0.06946579514837124,0.2924303811354524,0.4688659056001859,0.7142857142857143,0.16288220358559113,0.5,0.9285714285714286,93.42179088344552,22.666859966921475,66.65792137113944,123.0728784373707,5.5726998207966645,2.256119730037086,2.916043307727537,9.468172632522114,3.757307199994102,0.23302565638158937,3.559622999979183,4.1650898000225425,6,0
retail,expanding,prophet,gam,30.894280844092396,6.628849696401087,18.5180916380615,37.25739515647029,39.122627971220645,8.555932534489777,24.87298753766735,50.00516976598977,5.469075040476024,1.3648849120735096,2.876437178884511,6.68177040610691,0.3420697000786512,0.07218458389176366,0.20888279900648582,0.4185869549118987,1.0,0.0,1.0,1.0,426.55978403383125,5.317519910941194,418.96939283474967,433.4767581247488,10.663994600845788,0.13293799777353107,10.474234820868743,10.836918953118728,0.6015608333206425,0.08622910935472085,0.5315508999628946,0.7208016000222415,6,0
retail,expanding,sarima,classical,44.657138119301486,17.778464246323125,24.59547712775528,76.46122971548964,51.01301778862291,17.22227443961049,28.65011327586381,78.9363787693089,7.916554397246981,3.4222424888317606,4.264759472238964,13.930989276637884,0.49438639213538,0.19507560820176542,0.27399547324317475,0.8440764124616703,1.0,0.0,1.0,1.0,260.7375718632812,35.593924001732105,230.22499709183688,319.63603660239477,6.5184392965820335,0.889848100043304,5.755624927295925,7.990900915059875,18.78174323332496,2.738699049694958,14.516806100029498,21.591697999974713,6,0
retail,expanding,seasonal_naive,baseline,44.464285714285715,12.181597864426992,34.714285714285715,61.214285714285715,52.17831120552663,13.899949916710375,40.76938627380669,70.18546858146635,7.6736960599669475,1.4733260479099233,6.507027589796981,9.620786516853933,0.49440164404805437,0.1423279134914203,0.3771864116207054,0.690492929244477,1.0,0.0,1.0,1.0,422.8000000000002,17.958173626513496,394.40000000000003,445.60000000000025,10.570000000000007,0.44895434066283585,9.860000000000007,11.140000000000011,0.00025509998279934126,6.270074485107443e-05,0.00019219995010644197,0.0003383000148460269,6,0
retail,expanding,sktime_theta,gam,39.035012803871886,11.946408752809111,20.17450423152718,52.63386811810058,46.845788850148125,14.873787045635915,22.57176208901301,62.090126032933135,6.875568342527356,2.0932327767554724,3.133729715315439,9.126506733383803,0.432777537850865,0.1340809540958175,0.2275670190435848,0.5863452670069831,1.0,0.0,1.0,1.0,328.521697174952,52.79999631435757,289.0376937269936,421.6834244659224,8.213042429373804,1.3199999078589402,7.225942343174845,10.542085611648064,1.0042244499976125,2.270991634537454,0.07537830004002899,5.6398642000276595,6,0
retail,rolling,ets,classical,39.03942174529062,12.23534061149242,20.25424869802671,52.35826794730723,46.97848718298851,14.959085428588052,23.105341192065403,62.46518578455986,6.870668203594019,2.1200300876145817,3.1461165180558517,9.078718742411459,0.40508857006706744,0.12883939409968645,0.21103648665042965,0.545414340631979,1.0,0.0,1.0,1.0,312.20891727218435,51.34847136525434,270.58042209661903,404.2954753736932,7.805222931804612,1.2837117841313594,6.764510552415478,10.107386884342334,0.49210789999536547,0.05631783976246386,0.4261215999722481,0.586575899971649,6,0
retail,rolling,lgbm_conformal,ml,33.37556509940071,6.804039453916958,21.572338379117088,39.256002581917635,42.50426690996051,11.070916360577437,25.91783773150639,54.81399049136384,5.9161775587777745,1.4923992284676577,3.3508569544839593,7.339530397260241,0.34579307488553357,0.06965001704584038,0.22477014912958143,0.4076480792072626,0.9761904761904763,0.036885555678165864,0.9285714285714286,1.0,270.8849854409361,37.592533256268524,226.00937733833138,310.2852610550234,6.888553608382238,1.0131402127724332,5.67252947075318,7.892904000731159,2.0435010166838765,0.20793671120303106,1.9123301000799984,2.4608363000443205,6,0
retail,rolling,lgbm_global,ml,169.27870525263495,761.4038998512254,9.78159120929855,4601.695112806913,286.1062751552194,1372.5018754334803,14.632141801256855,8280.08080500769,35.92135607836537,134.8580488981329,3.959549457152669,821.2075408450833,2.191939469399181,8.726887372822036,0.26560027302246303,53.00427864964231,0.751984126984127,0.27663434892680056,0.21428571428571427,1.0,4553.496247833752,6326.507009521828,18.91963233824606,16094.619423062399,116.00544592289864,156.58201416637732,2.3032665504308896,402.36548557656033,,,,,36,0
retail,rolling,lgbm_quantile,ml,31.689951707625415,8.547876188780757,22.506563973677935,46.45071271799437,39.81775000274883,10.429529606276807,26.62454489495544,54.94147516335239,5.602778872406454,1.7324409520398343,3.495971326212039,8.684695219710486,0.32872487509919207,0.08964551144514019,0.23450419012781593,0.4823604690208826,0.6904761904761904,0.18442777839082938,0.5,1.0,86.78205089498,19.217362233587092,67.3438296700947,114.02623486172926,6.204200096173537,2.9125450120933993,2.636551873198674,11.163144272380698,3.0137945500318892,0.02135974882894091,2.9901151000522077,3.047804999980144,6,0
retail,rolling,prophet,gam,32.26836061956479,8.899153734263049,23.63715955971637,43.710493684276365,39.26179608054358,10.093300092675104,29.214043884741983,53.4484946318867,5.670215234933981,1.6165427247439093,3.6715880820595714,7.963910874282525,0.3349523973388195,0.09418792337221596,0.24195095752141693,0.4547410920589935,1.0,0.0,1.0,1.0,410.92288612058934,2.334824786401125,408.46137054465134,414.42235970145754,10.27307215301474,0.05837061966002737,10.211534263616288,10.360558992536443,0.4815246000071056,0.01865742101239855,0.4620697000063956,0.5157317999983206,6,0
retail,rolling,sarima,classical,82.77154677557418,38.90290368693474,38.04988422266875,135.32048442588794,90.26374055390816,37.291616487487794,48.082236061148265,140.64937876651686,14.87568734824841,7.893099088472014,6.597701004673799,25.973221578865246,0.8550942001476765,0.39379540911373107,0.3963643819408914,1.370127721930861,1.0,0.0,1.0,1.0,361.8534424836758,159.95294613450392,227.2516311207496,620.7708430801001,9.0463360620919,3.9988236533626003,5.681290778018743,15.519271077002513,8.843251216690987,1.7838549529317742,7.075561800040305,11.079905300051905,6,0
retail,rolling,seasonal_naive,baseline,44.464285714285715,12.181597864426992,34.714285714285715,61.214285714285715,52.17831120552663,13.899949916710375,40.76938627380669,70.18546858146635,7.6736960599669475,1.4733260479099233,6.507027589796981,9.620786516853933,0.4615851793374663,0.1293204557557845,0.3514841482127603,0.6378142177753073,1.0,0.0,1.0,1.0,487.8666666666668,19.211107897949763,478.0,526.0,12.196666666666678,0.4802776974487441,11.950000000000005,13.150000000000006,0.00033653331532453495,4.333438376968976e-05,0.00028169993311166763,0.0004149999003857374,6,0
retail,rolling,sktime_theta,gam,41.6192390618863,13.924501751508933,18.8971154669228,56.54090931873962,50.143539181771786,16.308568051176742,23.47999268009027,66.35423886928905,7.3388581874398975,2.4320628948145995,2.935311400609333,9.803972386207018,0.43181875547343584,0.1463267548064326,0.19689601502500625,0.5889847770718489,1.0,0.0,1.0,1.0,330.3115309857273,53.758644225879145,286.8450254933876,426.65674072926805,8.257788274643184,1.3439661056469794,7.171125637334693,10.666418518231705,0.07394593335144843,0.003141484455913693,0.07004620006773621,0.07869769993703812,6,0
